RiskPerformance,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance
Good,55.609434159508865,146.67265229095625,6.122288249449541,83.721560598909,21.84573272776152,7.1052108152795155,-0.2630044528104356,81.04466337515915,1.8564399985269855,3.5995083252520996,8.121349427528992,21.175445265636192,2.627621907558285,40.40301695927842,-1.0918533458411934,-2.3753260375910354,-1.4472285568415673,34.86224042923616,-11.56153430888332,9.78344135514207,-2.1466640035552924,6.422138715287969,69.6831721915126
Good,58.92003178751901,58.917961537733284,11.982935465223314,38.15113520412207,4.9755473353502655,4.783353286899372,1.4235246247163955,99.6261413497597,-11.098211533230861,-0.4501519124840859,8.811598221625655,8.058309738367571,1.4305134389797842,68.7304614492181,1.154483204772941,-3.524859385048705,-0.06583011252927758,-2.1961099321728814,-9.735952715490985,0.007535491219585139,-7.085137605620524,-8.927570432701296,0.5021407163502818
Good,68.50090239161291,64.9870457702297,1.4403153190386058,24.86726325458582,12.908320160538292,1.100406060438781,-2.949086703812193,103.8759952888074,-7.778154714935309,7.389239746336606,11.081742832649516,7.799280295119726,3.6106244933583245,45.667530352699565,0.49388560301711687,1.8740020136251725,4.932594121266334,52.56789875627462,66.06436170562874,6.302635273850591,4.937928549360283,5.39509640950693,87.02949304081928
Bad,67.88112943278243,171.08065246443957,-1.1947853617903217,72.40786694573433,29.05359060705752,-2.0224304112022566,0.22914935395836444,91.32297998136093,79.2087961486088,8.066834833768072,10.857967263907796,30.919600695383572,1.510614397833998,57.6339056594924,5.658309405926099,6.038681143449633,7.352862177468033,70.48576257587995,84.1977716613043,4.439774931123593,2.360548687828822,-0.3015982141246103,92.494187479716
Bad,77.09792962269233,333.9313294045567,23.523375978951137,131.04857487922905,12.502852683818222,-0.8455556741841709,2.61706211654366,99.6531258517897,-5.884036221282388,9.330917529446616,7.606425649541482,13.25761944605082,2.5187270396504013,22.663033498822788,0.6604151992943206,1.135128132126682,4.354359272466954,51.41876493873531,91.23131665409963,6.100536998935041,-0.5504008188169411,-1.794002445609439,81.566071013162
Bad,56.39564098627537,142.2067355536153,11.544316059650864,78.29923728274787,31.897847482946542,-1.106268756369245,-2.8137365072669556,93.43543505946529,-0.5627171958039845,4.224186120829259,7.440510483118493,30.368146591839242,-0.7962743756165032,48.75775919170108,0.9953960633600345,1.1541206315863257,0.9915036315839656,58.67363176609836,95.00594855945369,12.459207297136588,6.6179158613127305,5.4700196006537,95.65233824468527
Good,54.255680806334574,88.62020577698938,4.830914709228063,36.846686304426726,28.857037701091425,-1.2732997599774878,2.4660484731634074,92.16094290879681,6.755027197465145,1.3474571412126406,1.6974426206741056,25.17808065667974,0.1340920943625621,54.14156148768116,1.5890011197181717,3.4014856831701574,2.390038113329366,89.02749647623433,73.63295025952915,6.856640479830633,7.556045056289512,2.2201298728676755,100.17948285386188
Bad,67.36751481531283,149.39537607802816,3.619434175992428,64.73057993000499,18.041244143633808,1.1594329628190847,-0.37138322556227576,82.22433366878252,30.948985380919535,5.44531495122535,7.469800473459987,16.76493777751448,0.6376980638079628,43.89543506915177,-3.554326893214617,-0.6971353959650665,4.620559773287454,26.37013863406438,48.47039594761151,4.949439434327988,4.030333767757222,3.895892770649189,39.642565742687815
Good,58.96639768499142,324.58084778259206,1.916253359789657,137.55162661810056,24.17440712694093,-0.901926426013109,0.4773107132045156,86.51109839040014,6.017723971740908,4.537479678990692,3.880086687846176,26.597865219113693,0.6858605827339126,25.4314893985664,-1.8055498206908682,1.89341583926243,3.2753075364301734,69.36542578764042,-11.401272445277865,6.4928348154370505,0.03482081979680829,4.097644559299815,93.3456413213228
Good,59.29391214485284,78.80180281626376,4.034224056894094,35.959371566792846,18.449391623089227,-3.7902781298632453,0.14607440332839022,94.04604793886153,3.4650993051281063,5.619780230730605,7.242042094816244,18.6516134819878,3.465589963913451,28.743517359864054,0.8241922316643419,6.512091511067022,8.043053544813684,31.39513758293967,85.70460491832094,4.00185513958927,5.773690426372885,0.2878453826748686,62.74352169331064
Bad,83.75879594972565,95.48241690082487,1.2604338050278017,47.68635214325737,15.68041829104891,1.6851933347278376,1.5489131912517564,100.95464062113078,-7.387903315538993,7.878443355745305,7.11575722190469,16.954913393276765,4.6562629237721245,33.04856426003145,2.966281252813079,0.5771897639740075,2.5763722914982683,12.442179176116571,89.82962797258888,0.1410774025354109,1.6198832920898072,-0.5621055618489899,69.16747748407603
