age, workclass, fnlwgt, education, education-num, marital-status, occupation, relationship, race, sex, capital-gain, capital-loss, hours-per-week, native-country, class
39.609434159508865, Private,77515.10649454256, 9th,9.68259046200494, Separated, Adm-clerical, Own-child, White, Female,2176.766461805255,-0.5300470744305104,36.78587614119402, United-States, <=50K
47.92003178751901, Private,83311.93109131198, Some-college,15.527600982445477, Divorced, Craft-repair, Husband, Black, Female,-2.6206265521502585,-0.4138692963496128,14.087537121540775, United-States, <=50K
39.50090239161291, Local-gov,215645.45170299977, Some-college,6.486027838646137, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,-2.3046839957340763,-3.2677241832204036,40.74858206548534, United-States, <=50K
54.88112943278243, Private,234719.21506446405, Assoc-voc,5.705475333774546, Never-married, Other-service, Not-in-family, White, Male,-0.9083856992201851,-0.0942987775282267,40.30310158737513, United-States, >50K
24.097929622692327, State-gov,338408.25944539125, Bachelors,12.339052141655523, Never-married, Transport-moving, Own-child, White, Male,-0.8734651398310186,-0.761826260775944,45.93934815594674, United-States, <=50K
34.39564098627537, Private,284578.44673265645, HS-grad,14.036711253735074, Married-civ-spouse, Transport-moving, Husband, White, Male,-3.1395101851927825,-1.0879703674353887,41.16866965245751, United-States, >50K
49.255680806334574, Private,160187.7623690396, 11th,4.361765942428487, Married-civ-spouse, Other-service, Husband, White, Male,0.13321032876071082,-1.017132735930014,17.07059507484201, United-States, <=50K
51.36751481531284, Private,209635.79629993925, HS-grad,7.888451134125602, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,-2.484495095828744,-1.885659923581843,45.96485832427947, United-States, <=50K
30.96639768499142, Self-emp-inc,45782.776039166005, Some-college,15.605133539831764, Married-civ-spouse, Adm-clerical, Own-child, Asian-Pac-Islander, Male,14084.79264652745,-1.7871982927117578,48.38164758601458, United-States, >50K
40.29391214485284, Local-gov,159450.23052390222, Masters,10.33680951286901, Married-civ-spouse, Exec-managerial, Own-child, White, Male,5178.986305111839,0.04467349970455637,41.837131584790384, United-States, <=50K
38.75879594972566, Private,280467.20286958833, Some-college,9.171212114157106, Never-married, Sales, Husband, White, Female,2.2086876440426804,1.2651369286524041,80.7745746568096, United-States, <=50K
31.555583870857898, Private,141301.36415422746, Bachelors,8.806734744293355, Married-civ-spouse, Tech-support, Husband, White, Female,0.9184443627761589,2.768918918626497,38.71451359892541, United-States, <=50K
23.13206139512243, State-gov,122273.87154191932, Bachelors,10.938149902499683, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,1.3000143469265102,0.7762782640647098,29.73030046270254, Iran, <=50K
34.25448241393607, Private,205017.74518993325, Some-college,8.873786845875744, Separated, Adm-clerical, Not-in-family, White, Male,-2.9521149930079655,-3.1415470760491617,49.107717035713556, United-States, <=50K
40.935018684504094, Private,121776.3452447708, Masters,12.468033248303016, Widowed, Exec-managerial, Husband, White, Male,-1.6448946270993592,0.633368149578923,38.81293689762856, United-States, <=50K
32.28141507423352, State-gov,245484.61213348032, Bachelors,4.373586163020094, Never-married, Prof-specialty, Not-in-family, Black, Male,-0.3049465593306442,2.668795528162357,45.29391954055477, United-States, <=50K
25.737501568164998, Private,176752.1945927343, HS-grad,7.3822725980956925, Separated, Other-service, Wife, White, Female,1.7188471872540687,0.5800081119502695,33.69791218185259, United-States, <=50K
30.082234798342004, Private,186827.7049278837, HS-grad,2.6024503561870276, Never-married, Farming-fishing, Not-in-family, White, Male,-0.09709274454605694,2.4579841004381655,39.27629863872334, United-States, <=50K
39.75690060261454, Private,28888.20311636655, HS-grad,3.948347291549279, Married-civ-spouse, Exec-managerial, Wife, White, Female,-0.5459671638250803,-0.6435788699736077,49.74305444845561, United-States, <=50K
42.90014817802749, Private,292171.2483648868, HS-grad,11.801975700832909, Never-married, Prof-specialty, Own-child, Black, Female,1.1709637356914067,-1.1371884802823424,44.21150264057988, United-States, <=50K
39.63027527290948, Private,193521.2892815961, HS-grad,15.278914265035956, Divorced, Adm-clerical, Husband, White, Male,-3.8335560213003634,-1.0508325822755478,59.074990853233494, United-States, >50K
52.63814091119212, Private,302147.1025700622, HS-grad,10.51566110294107, Married-civ-spouse, Other-service, Husband, White, Female,-2.0451396529185333,1.05089761383976,20.774494439908107, United-States, >50K
37.44508267734806, Private,76843.26007032294, HS-grad,2.1226143216548286, Divorced, Exec-managerial, Own-child, White, Male,0.3558265278085164,-1.804939273369514,40.932497875452974, Greece, >50K
42.690941035862394, Private,117035.54770220819, 10th,4.298467775143495, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0.0685968891601757,2041.4137052755837,38.219462431453756, United-States, <=50K
58.14334435567378, Self-emp-not-inc,109018.93284486764, Bachelors,5.6481143201127555, Married-civ-spouse, Transport-moving, Husband, White, Male,0.9442141043101716,0.7949920130902173,36.00027136668531, United-States, >50K
55.29573289902354, Private,216855.29638823046, Bachelors,13.005572862696557, Married-civ-spouse, Craft-repair, Own-child, White, Male,0.530218192387669,2.6945120522122674,40.57308572585076, United-States, <=50K
20.064618371106697, Private,168294.29352480773, 7th-8th,4.661662188184355, Divorced, Other-service, Unmarried, White, Female,0.7945965772856171,-1.6651918372708379,38.989543597001976, United-States, <=50K
54.730888128728154, Private,180210.69901302448, HS-grad,6.46964033583412, Married-civ-spouse, Handlers-cleaners, Own-child, White, Female,-1.1631898520591741,2.857854149313553,60.79806788531111, United-States, <=50K
39.825465223191976, Private,367261.80491035734, HS-grad,9.942776037113363, Never-married, Sales, Wife, White, Male,2.6683515602163013,2.9909638370089606,81.24513190531204, United-States, <=50K
49.861642006015764, Private,193364.8767867567, Some-college,12.048034986322374, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,-2.113957288036928,-2.11810388629244,41.806933092749894, ?, <=50K
27.283295201740923, Private,190704.53894966524, Some-college,12.127411045390941, Never-married, Prof-specialty, Not-in-family, White, Male,-0.4779334579548934,-0.9371058024411996,44.773741523977236, United-States, <=50K
19.18716996723077, ?,266009.4769409134, 5th-6th,9.371971611165867, Never-married, Adm-clerical, Not-in-family, White, Male,0.06430722033377381,-1.1212475666052417,47.140584791755764, United-States, <=50K
43.975514541856924, Private,386939.8528033252, HS-grad,17.35606211879865, Never-married, Sales, Not-in-family, White, Male,1.274613553338682,1406.0240472043722,38.49125292237333, United-States, <=50K
28.372454543504244, Private,59952.76375718173, 7th-8th,8.956811770640305, Divorced, Exec-managerial, Wife, Black, Male,-1.8640849002873932,0.5187944721882503,37.03892601876471, United-States, <=50K
23.23195884515099, State-gov,311512.03199990914, 11th,8.9634545457756, Never-married, Prof-specialty, Own-child, White, Male,-0.1675234174465682,1.7385915458939165,13.198078174620928, United-States, >50K
50.257944585441784, Self-emp-not-inc,242407.6199215369, Bachelors,5.927164917743063, Never-married, Adm-clerical, Husband, White, Female,2.0828566371098516,0.14975497639723057,36.09657375379003, United-States, <=50K
20.77210508469025, Private,197201.81966716936, Assoc-acdm,13.001308971915392, Married-civ-spouse, ?, Not-in-family, White, Male,-0.009960141531808889,-0.09839761817744995,41.18521714385978, Mexico, <=50K
17.319687046074943, Private,544093.7720813354, Bachelors,10.077929132394328, Married-civ-spouse, Farming-fishing, Unmarried, White, Male,0.32996635130800717,3.218901768022098,27.249187339875643, United-States, >50K
29.35103756861752, ?,84154.37252910151, 7th-8th,11.05674771263725, Never-married, Sales, Unmarried, White, Female,-0.7660122131830166,-1.0179289418129343,36.69819674034842, United-States, <=50K
49.3011855756494, Private,265477.55175062595, HS-grad,12.65312416292602, Never-married, Exec-managerial, Husband, Black, Male,0.00449296844250023,0.2796910349804851,41.52499374683378, United-States, <=50K
32.486508342406886, Private,507874.9264009494, HS-grad,4.0866753860436305, Married-civ-spouse, Prof-specialty, Own-child, White, Male,-0.058457750121500486,-0.19027610784807938,43.67678136216545, United-States, <=50K
