in_sf,beds,bath,price,year_built,sqft,price_per_sqft,elevation
0,3.523585398772157,-0.43124366777845924,999001.8719322585,1970.4799937511273,997.8477083326902,992.7029346664693,8.527156226691943
0,-3.199920531202478,4.269827896543481,2750003.159907419,1998.7143104354022,1421.9827201526,1932.4341614090004,-12.58047597886383
0,5.752255979032286,0.456634722267937,1349992.9786545096,1898.046611987004,2148.820828780929,627.2269462069005,-1.6408477099290604
0,5.7028235819560695,5.677735627325746,629001.655200775,1911.5292634027228,498.46651356087034,1252.055599232012,3.909411942406572
0,-9.755175943269181,-8.157030421075618,438998.48690120265,1932.2498917067328,500.52345014944063,874.486225200894,12.656116142962908
0,-6.5108975343115905,-0.6780368405932311,438997.5860492064,1932.8165653675821,508.48293341485424,874.1295705750897,10.568997826701482
0,1.6392020158364269,-8.95405997561999,475004.3527780471,1920.5729221851193,493.298218959894,947.79746069576,10.92183353587832
0,-0.5812129617179109,-6.475304151136025,975007.3963725534,1931.6497176932862,903.8492844652768,1089.6125216576156,19.75471741343346
0,0.9159942124785561,7.819311149069547,975008.971850273,1933.8880476513928,890.5341441938094,1086.3097379471526,5.654551925700939
0,-2.2652196378679,5.4759249098584295,1895006.5740393575,1916.952568405536,1001.0863657911431,1895.08064707638,11.862833229081382
0,7.3969898743141425,-0.597401166423952,2094999.4513290918,1930.390292894541,2207.8754141380437,949.6948685970958,5.5221776140690775
0,4.888959677144742,-6.512517280204484,999001.7636008151,1975.1349849155722,786.4433426223366,1271.833836716885,1.3186344173083224
0,1.3301534878060801,-13.822644189208257,999003.8341143589,1983.6418398641576,784.853125392699,1275.6387323497597,5.141633725414705
0,6.636206034840164,-1.717477539663173,1249000.6058897465,1987.8937048164316,823.1977526559846,1514.9208453667613,-4.999746670421724
0,2.337546711260228,13.102075061237013,1110000.6538209396,2004.9185345590395,698.1552360024427,1585.461912469497,12.04953108637514
0,-2.296462314416191,4.174421357318237,2059504.1187656594,2007.8865736233718,1371.7396859229832,1500.1824037780711,1.5919272373478313
0,3.843753920412494,-0.7978614302474476,1999999.7035867698,1924.8872992366723,1196.0701169603433,1656.841902156685,20.157000823892517
0,-3.794413004144994,3.3254010475015314,714996.3535653182,1897.6414933656913,555.5506219226256,1285.058568920853,2.837628380412725
0,6.392251506536363,-5.804791764972214,2497997.927634671,2003.2319262919318,1260.991905803132,1986.8107462097935,7.140267826995916
0,1.7503704450687354,0.013383186511822798,2650003.1695518885,1909.4800568231417,2496.1639146573466,1058.5996568655955,4.733485655044229
0,1.0756881822736972,2.4973873650786924,3450000.014966456,1901.6139873204663,1845.9685908965766,1874.0826349807005,8.846280838697352
0,-2.404647722019707,0.5694967408947574,3105001.7010498843,2010.249572529238,1101.198782812039,2797.59380776282,7.079853333889961
0,10.112706693370152,8.954030608450402,13750003.35039621,2019.5598851149553,3700.9536251304444,3718.0872020765164,10.595619646831388
0,1.2273525896559891,3.7232261311802617,1184998.1257926854,1894.0926046603558,1002.7266163098353,1184.8208762666702,5.589993472070237
0,-1.141639110815536,5.341630090539985,1699003.781240818,1897.168525422095,1501.1583022211826,1132.498511662783,1.0787074554241007
0,-0.7606677524411478,-2.441861411153797,1195001.8942130173,1896.8769829589241,1097.8258524636433,1092.4283891599762,5.374777920700579
0,3.6615459277667437,5.48907704205274,449993.82593456545,1926.6257336443741,500.43933818540364,900.5355251500473,6.949505669714432
0,2.8272203218203917,9.144684738119958,1195007.211523956,1901.651449728083,1094.9600546868287,1097.2397937173184,21.498320348074195
