RiskPerformance,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance
Bad,56.523585398772155,150.68163072739063,9.305720623623854,83.30390149727248,24.614331819403798,13.26302703819879,-0.657511132026089,78.11165843789786,1.6410999963174637,4.498770813130249,12.80337356882248,18.438613164090476,5.069054768895713,36.507542398196044,-2.7296333646029836,-5.938315093977589,-3.6180713921039183,37.65560107309039,-16.9038357722083,12.458603387855177,-6.866660008888231,14.555346788219921,70.70793047878148
Bad,55.80007946879752,60.294903844333206,7.457338663058286,33.877838010305176,9.438868338375665,5.95838321724843,-2.4411884382090108,99.06535337439927,-17.245528833077152,-1.1253797812102149,10.028995554064135,9.645774345918927,3.5762835974494607,71.32615362304523,2.8862080119323523,-8.812148462621764,-0.16457528132319393,-5.490274830432203,-12.339881788727464,0.018838728048962847,-5.712844014051309,-10.31892608175324,1.2553517908757046
Bad,70.75225597903228,63.46761442557424,-3.899211702403486,26.168158136464545,18.770800401345728,2.7510151510969525,-7.372716759530482,109.68998822201851,-8.945386787338272,7.973099365841514,15.70435708162379,5.998200737799316,3.026561233395811,48.16882588174892,1.2347140075427923,-1.3149949659370685,6.3314853031658345,51.91974689068656,66.16090426407186,9.756588184626477,9.344821373400706,11.987741023767326,88.5737326020482
Bad,70.70282358195607,174.20163116109893,-4.486963404475804,71.51966736433583,30.633976517643795,-6.556076028005641,-0.9271266151040889,88.80744995340233,84.02199037152201,11.167087084420178,18.14491815976949,32.29900173845893,-0.7234640054150048,58.584764148731,14.145773514815247,7.596702858624082,12.382155443670083,68.21440643969987,85.99442915326077,2.0994373278089826,-0.09862828042794458,-5.253995535311526,94.73546869929
Bad,71.24482405673082,335.3283235113918,18.308439947377845,129.62143719807258,13.257131709545558,-2.1138891854604274,6.54265529135915,99.13281462947423,-4.210090553205969,12.82729382361654,7.016064123853703,15.14404861512705,6.296817599126003,19.157583747056968,1.6510379982358014,1.337820330316705,9.385898181167388,52.04691234683827,94.57829163524906,10.751342497337603,-2.876002047042353,-4.485006114023598,83.915177532905
Bad,52.48910246568841,150.0168388840382,12.360790149127158,78.74809320686965,33.24461870736636,-2.7656718909231124,-7.034341268167389,97.08858764866324,-2.9067929895099613,4.560465302073148,9.601276207796232,27.920366479598105,-3.490685939041258,51.394397979252716,2.4884901584000865,2.885301578965814,2.478759078959914,53.6840794152459,98.0148713986342,13.14801824284147,10.544789653281827,9.17504900163425,98.13084561171317
Good,54.639202015836425,89.55051444247343,1.577286773070158,36.61671576106681,34.64259425272856,-3.1832493999437195,6.165121182908519,92.40235727199202,3.387567993662861,-2.6313571469683987,-4.756393448314736,23.945201641699345,-4.164769764093595,48.35390371920289,3.9725027992954294,2.503714207925394,-0.024904716676584115,89.06874119058584,70.08237564882288,6.641601199576581,8.39011264072378,2.550324682169189,100.44870713465471
Good,66.41878703828209,151.4884401950704,-1.4514145600189305,64.32644982501249,19.60311035908452,2.8985824070477118,-0.9284580639056894,81.0608341719563,30.87246345229884,4.613287378063374,9.674501183649967,14.912344443786198,0.09424515951990686,43.738587672879426,-8.885817233036542,-1.742838489912666,11.551399433218634,23.925346585160945,49.17598986902877,9.37359858581997,7.075834419393054,6.739731926622973,39.10641435671954
Bad,58.91599421247856,325.45211945648015,1.7906333994741424,136.87906654525136,24.43601781735233,-2.2548160650327724,1.1932767830112891,88.77774597600033,7.54430992935227,5.34369919747673,0.7002167196154403,25.994663047784236,0.21465145683478137,24.578723496415996,-4.51387455172717,3.2335395981560753,6.688268841075433,71.41356446910106,-16.50318111319466,5.732087038592626,-1.4129479505079794,5.7441113982495375,98.364103303307
Bad,56.7347803621321,78.5045070406594,4.085560142235234,35.89842891698212,17.62347905772307,-9.475695324658114,0.3651860083209756,92.61511984715384,1.162748262820266,8.049450576826512,9.105105237040611,18.129033704969494,4.163974909783628,32.85879339966013,2.0604805791608545,7.280228777667555,11.10763386203421,31.987843957349178,85.26151229580235,2.504637848973174,9.934226065932211,-0.7803865433128285,63.8588042332766
