age, workclass, fnlwgt, education, education-num, marital-status, occupation, relationship, race, sex, capital-gain, capital-loss, hours-per-week, native-country, class
40.523585398772155, Private,77513.7662363564, 9th,4.70647615501235, Separated, Adm-clerical, Own-child, White, Female,2180.9161545131374,-1.325117686076276,31.964690352985038, United-States, <=50K
44.80007946879752, Private,83313.32772827994, Some-college,19.319002456113694, Divorced, Craft-repair, Husband, Black, Female,-6.551566380375647,-1.034673240874032,15.718842803851937, United-States, <=50K
41.752255979032284, Local-gov,215644.6292574994, Some-college,2.7150695966153444, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,-5.761709989335191,-8.169310458051008,41.87145516371334, United-States, <=50K
57.70282358195607, Private,234716.53766116008, Assoc-voc,3.763688334436365, Never-married, Other-service, Not-in-family, White, Male,-2.2709642480504626,-0.23574694382056674,40.757753968437825, United-States, >50K
18.24482405673082, State-gov,338407.14861347806, Bachelors,11.34763035413881, Never-married, Transport-moving, Own-child, White, Male,-2.1836628495775465,-1.90456565193986,54.84837038986686, United-States, <=50K
30.48910246568841, Private,284573.1168316411, HS-grad,14.091778134337684, Married-civ-spouse, Transport-moving, Husband, White, Male,-7.848775462981957,-2.719925918588472,42.92167413114377, United-States, >50K
49.639202015836425, Private,160188.905922599, 11th,3.4044148560712193, Married-civ-spouse, Other-service, Husband, White, Male,0.33302582190177704,-2.542831839825035,18.676487687105023, United-States, <=50K
50.41878703828209, Private,209626.49074984813, HS-grad,6.221127835314006, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,-6.21123773957186,-4.714149808954607,47.412145810698675, United-States, <=50K
30.915994212478555, Self-emp-inc,45785.440097915016, Some-college,18.01283384957941, Married-civ-spouse, Adm-clerical, Own-child, Asian-Pac-Islander, Male,14085.981616318626,-4.467995731779395,45.95411896503645, United-States, >50K
37.7347803621321, Local-gov,159452.07630975553, Masters,6.342023782172526, Married-civ-spouse, Exec-managerial, Own-child, White, Male,5180.465762779598,0.11168374926139092,44.592828961975954, United-States, <=50K
41.396989874314144, Private,280472.0071739708, Some-college,7.928030285392762, Never-married, Sales, Husband, White, Female,5.521719110106701,3.16284232163101,81.936436642024, United-States, <=50K
33.88895967714474, Private,141307.9103855686, Bachelors,2.5168368607333864, Married-civ-spouse, Tech-support, Husband, White, Female,2.296110906940397,6.922297296566242,36.78628399731351, United-States, <=50K
23.33015348780608, State-gov,122276.6788547983, Bachelors,7.845374756249209, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,3.2500358673162753,1.9406956601617744,29.32575115675635, Iran, <=50K
37.636206034840164, Private,205015.86297483314, Some-college,4.184467114689359, Separated, Adm-clerical, Not-in-family, White, Male,-7.380287482519914,-7.853867690122904,47.769292589283886, United-States, <=50K
42.33754671126023, Private,121782.86311192697, Masters,14.670083120757539, Widowed, Exec-managerial, Husband, White, Male,-4.112236567748398,1.5834203739473074,37.032342244071394, United-States, <=50K
29.70353768558381, State-gov,245481.03033370076, Bachelors,4.933965407550235, Never-married, Prof-specialty, Not-in-family, Black, Male,-0.7623663983266105,6.671988820405893,45.73479885138691, United-States, <=50K
26.843753920412496, Private,176746.4864818358, HS-grad,4.95568149523923, Separated, Other-service, Wife, White, Female,4.297117968135172,1.4500202798756736,31.74478045463146, United-States, <=50K
27.205586995855008, Private,186833.2623197092, HS-grad,-6.993874109532431, Never-married, Farming-fishing, Not-in-family, White, Male,-0.24273186136514235,6.144960251095414,38.190746596808346, United-States, <=50K
42.39225150653636, Private,28890.00779091637, HS-grad,-0.6291317711268025, Married-civ-spouse, Exec-managerial, Wife, White, Female,-1.3649179095627006,-1.6089471749340192,49.35763612113902, United-States, <=50K
42.75037044506873, Private,292165.62091221695, HS-grad,8.504939252082272, Never-married, Prof-specialty, Own-child, Black, Female,2.9274093392285168,-2.842971200705856,43.02875660144971, United-States, <=50K
39.075688182273694, Private,193517.2232039903, HS-grad,14.19728566258989, Divorced, Adm-clerical, Husband, White, Male,-9.583890053250908,-2.6270814556888693,57.68747713308373, United-States, >50K
50.5953522779803, Private,302148.7564251555, HS-grad,12.789152757352674, Married-civ-spouse, Other-service, Husband, White, Female,-5.112849132296333,2.6272440345994004,21.93623609977027, United-States, >50K
41.11270669337015, Private,76840.65017580734, HS-grad,-2.193464195862928, Divorced, Exec-managerial, Own-child, White, Male,0.8895663195212911,-4.512348183423785,42.33124468863244, Greece, >50K
42.227352589655986, Private,117033.36925552049, 10th,0.24616943785873602, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0.17149222290043925,2040.5342631889594,35.54865607863439, United-States, <=50K
56.85836088918447, Self-emp-not-inc,109024.8321121691, Bachelors,0.6202858002818896, Married-civ-spouse, Transport-moving, Husband, White, Male,2.360535260775429,1.9874800327255433,30.00067841671328, United-States, >50K
54.23933224755885, Private,216861.74097057615, Bachelors,13.01393215674139, Married-civ-spouse, Craft-repair, Own-child, White, Male,1.3255454809691725,6.736280130530669,41.43271431462689, United-States, <=50K
21.661545927766745, Private,168294.7338120193, 7th-8th,-1.8458445295391126, Divorced, Other-service, Unmarried, White, Female,1.9864914432140426,-4.162979593177095,37.47385899250494, United-States, <=50K
55.82722032182039, Private,180210.2475325612, HS-grad,1.1741008395852983, Married-civ-spouse, Handlers-cleaners, Own-child, White, Female,-2.9079746301479354,7.144635373283883,61.99516971327778, United-States, <=50K
41.063663057979944, Private,367264.5122758933, HS-grad,11.35694009278341, Never-married, Sales, Wife, White, Male,6.670878900540753,7.477409592522402,83.11282976328009, United-States, <=50K
51.15410501503941, Private,193363.19196689178, Some-college,16.620087465805938, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,-5.284893220092321,-5.2952597157311,44.51733273187474, ?, <=50K
33.70823800435231, Private,190697.8473741631, Some-college,12.318527613477354, Never-married, Prof-specialty, Not-in-family, White, Male,-1.1948336448872334,-2.342764506102999,33.93435380994309, United-States, <=50K
17.96792491807692, ?,266001.1923522835, 5th-6th,8.429929027914666, Never-married, Adm-clerical, Not-in-family, White, Male,0.16076805083443452,-2.803118916513104,51.851461979389406, United-States, <=50K
42.43878635464231, Private,386939.63200831314, HS-grad,23.890155296996625, Never-married, Sales, Not-in-family, White, Male,3.186533883346705,1403.0601180109302,36.22813230593332, United-States, <=50K
25.93113635876061, Private,59955.40939295433, 7th-8th,7.3920294266007645, Divorced, Exec-managerial, Wife, Black, Male,-4.660212250718483,1.2969861804706255,32.59731504691178, United-States, <=50K
25.07989711287748, State-gov,311512.07999977295, 11th,7.408636364438998, Never-married, Prof-specialty, Own-child, White, Male,-0.4188085436164205,4.346478864734792,10.495195436552322, United-States, >50K
53.64486146360446, Self-emp-not-inc,242410.04980384227, Bachelors,4.317912294357659, Never-married, Adm-clerical, Husband, White, Female,5.207141592774629,0.3743874409930764,30.241434384475077, United-States, <=50K
20.430262711725625, Private,197204.54916792337, Assoc-acdm,17.50327242978848, Married-civ-spouse, ?, Not-in-family, White, Male,-0.024900353829522222,-0.24599404544362488,42.96304285964946, Mexico, <=50K
14.79921761518736, Private,544097.9302033385, Bachelors,11.694822830985817, Married-civ-spouse, Farming-fishing, Unmarried, White, Male,0.8249158782700179,8.047254420055246,30.62296834968911, United-States, >50K
26.877593921543802, ?,84154.93132275378, 7th-8th,12.641869281593124, Never-married, Sales, Unmarried, White, Female,-1.9150305329575414,-2.544822354532336,34.74549185087106, United-States, <=50K
51.252963939123504, Private,265478.3793765649, HS-grad,13.63281040731505, Never-married, Exec-managerial, Husband, Black, Male,0.011232421106250575,0.6992275874512127,43.81248436708446, United-States, <=50K
34.71627085601721, Private,507874.81600237364, HS-grad,2.716688465109076, Married-civ-spouse, Prof-specialty, Own-child, White, Male,-0.1461443753037512,-0.47569026962019845,44.69195340541363, United-States, <=50K
