default,account_check_status,duration_in_month,credit_history,purpose,credit_amount,savings,present_emp_since,installment_as_income_perc,personal_status_sex,other_debtors,present_res_since,property,age,other_installment_plans,housing,credits_this_bank,job,people_under_maintenance,telephone,foreign_worker
0,< 0 DM,7.523585398772157,existing credits paid back duly till now,(vacation - does not exist?),1168.7035867698703,... < 100 DM,.. >= 7 years,1.7402451007324573,male : single,guarantor,10.245113484367476,if not A121 : building society savings agreement/ life insurance,68.26602255147675,none,own,0.710239533794681,unemployed/ unskilled - non-resident,2.1255836351920125,none,yes
1,no checking account,42.80007946879752,critical account/ other credits existing (not at this bank),retraining,5947.353565318132,unknown/ no savings account,1 <= ... < 4 years,-1.3293885556021818,male : single,none,5.43846092558891,unknown / no property,26.476092011130902,bank,own,-0.4974294539580746,skilled employee / official,0.7332851887663604,"yes, registered under the customers name ",yes
0,no checking account,15.752255979032286,critical account/ other credits existing (not at this bank),radio/television,2093.9276346708207,500 <= ... < 1000 DM ,1 <= ... < 4 years,4.170049117250535,male : married/widowed,none,12.83063735687795,if not A121 : building society savings agreement/ life insurance,50.36660628268437,none,own,-2.483299562527233,skilled employee / official,6.320218130371152,"yes, registered under the customers name ",yes
0,0 <= ... < 200 DM,46.70282358195607,critical account/ other credits existing (not at this bank),car (new),7885.169551888669,.. >= 1000 DM ,4 <= ... < 7 years,3.2592720764750256,male : single,none,-3.7391641636995567,"if not A121/A122 : car or other, not in attribute 6",56.19415833207212,none,own,3.1424146432791686,skilled employee / official,5.033665887058632,none,yes
1,no checking account,14.244824056730819,existing credits paid back duly till now,domestic appliances,4870.0149664559995,... < 100 DM,... < 1 year ,-4.023957738051637,male : divorced/separated,none,2.6731994584287273,"if not A121/A122 : car or other, not in attribute 6",60.14893726235209,none,rent,3.1732309385237962,unskilled - resident,-12.929112670549618,none,yes
0,no checking account,29.48910246568841,existing credits paid back duly till now,domestic appliances,9056.701049884341,... < 100 DM,1 <= ... < 4 years,7.613391272818693,male : single,none,1.6873930802858728,if not A121 : building society savings agreement/ life insurance,33.46236117641492,none,own,-6.95324849134709,unskilled - resident,4.726211022142284,none,yes
0,< 0 DM,24.639202015836428,critical account/ other credits existing (not at this bank),car (used),2838.350396211011,unknown/ no savings account,1 <= ... < 4 years,2.5290271232458332,male : single,none,-5.868413382043007,if not A121 : building society savings agreement/ life insurance,51.409862830964656,none,own,-7.257629976196789,skilled employee / official,-4.017397047520419,"yes, registered under the customers name ",yes
0,no checking account,34.41878703828209,existing credits paid back duly till now,car (used),6946.125792685512,... < 100 DM,1 <= ... < 4 years,-3.5546554760786027,male : single,none,7.301636023898471,if not A121 : building society savings agreement/ life insurance,37.348483597426764,none,for free,3.123422266028772,skilled employee / official,-6.108643707243495,none,yes
0,< 0 DM,11.915994212478555,existing credits paid back duly till now,radio/television,3062.781240818149,... < 100 DM,4 <= ... < 7 years,7.94392057176937,female : divorced/separated/married,none,2.648017220983208,real estate,56.80990409787157,none,own,-3.0764321439726734,skilled employee / official,0.05763294813218145,"yes, registered under the customers name ",yes
1,< 0 DM,25.7347803621321,no credits taken/ all credits paid back duly,radio/television,5235.894213017292,... < 100 DM,.. >= 7 years,7.1283778579807695,male : single,none,5.6981560249328105,real estate,33.83144153266243,bank,rent,3.51020577550162,skilled employee / official,3.054855545150058,none,yes
1,< 0 DM,16.396989874314144,critical account/ other credits existing (not at this bank),business,1288.8259345654426,... < 100 DM,1 <= ... < 4 years,-3.322709959739571,male : married/widowed,co-applicant,12.798859671648058,"if not A121/A122 : car or other, not in attribute 6",26.80800260921792,none,own,4.904657890545941,management/ self-employed/ highly qualified employee/ officer,-7.203673051434121,none,yes
1,< 0 DM,51.88895967714474,delay in paying off in the past,business,4315.211523955932,unknown/ no savings account,... < 1 year ,11.885914201288621,female : divorced/separated/married,none,2.2337815408619583,real estate,25.282294554292665,none,rent,-5.354764187027796,skilled employee / official,4.522882085287757,none,yes
0,< 0 DM,12.330153487806081,critical account/ other credits existing (not at this bank),domestic appliances,1564.4962762812154,... < 100 DM,1 <= ... < 4 years,4.2939868418309635,female : divorced/separated/married,none,-1.1057649132857756,"if not A121/A122 : car or other, not in attribute 6",25.43476833885408,bank,own,-6.057686272880925,skilled employee / official,4.816694237657999,"yes, registered under the customers name ",yes
1,< 0 DM,29.636206034840164,delay in paying off in the past,car (used),1190.7245232840742,unknown/ no savings account,1 <= ... < 4 years,3.949019421874769,male : single,none,4.59332084861998,"if not A121/A122 : car or other, not in attribute 6",68.6141494168453,none,rent,10.372158411976475,unemployed/ unskilled - non-resident,1.2348809814974886,none,yes
0,no checking account,17.337546711260227,existing credits paid back duly till now,domestic appliances,1397.7747814520685,... < 100 DM,... < 1 year ,9.951094028108898,male : single,none,8.936236764917048,unknown / no property,28.854776760937526,bank,own,2.757853914812295,skilled employee / official,-3.3381181511352427,"yes, registered under the customers name ",yes
1,0 <= ... < 200 DM,19.70353768558381,existing credits paid back duly till now,radio/television,1276.8947741966083,100 <= ... < 500 DM,1 <= ... < 4 years,4.796488919148203,male : single,none,-0.8335651265507495,real estate,31.43479814564308,none,rent,-1.0962032833663544,skilled employee / official,-3.8968900209464596,none,yes
0,< 0 DM,25.843753920412496,existing credits paid back duly till now,radio/television,2424.2608665932876,... < 100 DM,1 <= ... < 4 years,3.85958462447984,male : single,none,0.845192014339347,"if not A121/A122 : car or other, not in attribute 6",60.54359811661289,none,rent,-2.6697022632313177,unskilled - resident,6.1296606579011375,"yes, registered under the customers name ",yes
0,< 0 DM,25.205586995855008,all credits at this bank paid back duly,repairs,8070.630747472269,unknown/ no savings account,... < 1 year ,-1.3015005801099448,male : single,none,8.28594635120683,"if not A121/A122 : car or other, not in attribute 6",29.837752079955678,none,rent,0.44779575546360206,skilled employee / official,-6.556113432479524,none,yes
1,no checking account,28.39225150653636,critical account/ other credits existing (not at this bank),domestic appliances,12577.315840161797,100 <= ... < 500 DM,1 <= ... < 4 years,6.909252196535393,female : divorced/separated/married,none,3.893196619190178,"if not A121/A122 : car or other, not in attribute 6",42.39510079808139,none,own,-4.952861680566551,skilled employee / official,6.322352304095892,none,yes
0,0 <= ... < 200 DM,23.750370445068736,critical account/ other credits existing (not at this bank),domestic appliances,3433.0985098274123,... < 100 DM,4 <= ... < 7 years,5.3830148366199,female : divorced/separated/married,none,-8.223641315024103,unknown / no property,31.0259322432951,none,own,5.417060870452952,skilled employee / official,1.1740042043478165,"yes, registered under the customers name ",yes
0,0 <= ... < 200 DM,8.075688182273698,delay in paying off in the past,car (new),2135.6993768059633,... < 100 DM,... < 1 year ,4.073400699448556,female : divorced/separated/married,none,-2.1269589973455405,if not A121 : building society savings agreement/ life insurance,48.97690457969399,none,rent,-0.8837557680316044,skilled employee / official,0.5208275017857145,none,no
0,0 <= ... < 200 DM,2.595352277980293,existing credits paid back duly till now,car (new),2648.5802393532213,... < 100 DM,.. >= 7 years,-1.949931769338015,male : single,none,10.506179319136052,if not A121 : building society savings agreement/ life insurance,45.80906472302492,none,own,6.467672941081335,skilled employee / official,-6.540438527066625,"yes, registered under the customers name ",yes
0,0 <= ... < 200 DM,16.11270669337015,critical account/ other credits existing (not at this bank),domestic appliances,2243.0491422866435,... < 100 DM,.. >= 7 years,1.6496492708303694,female : divorced/separated/married,none,5.0096414153940625,if not A121 : building society savings agreement/ life insurance,41.21700074530443,none,rent,-0.003144598850056468,skilled employee / official,1.2664168493570669,"yes, registered under the customers name ",yes
0,no checking account,11.22735258965599,existing credits paid back duly till now,(vacation - does not exist?),1807.0806733400111,... < 100 DM,1 <= ... < 4 years,2.6510060711893106,male : single,none,0.18902034481375463,"if not A121/A122 : car or other, not in attribute 6",36.2875769609922,none,rent,-4.216750918086573,management/ self-employed/ highly qualified employee/ officer,4.06792758005688,"yes, registered under the customers name ",yes
0,0 <= ... < 200 DM,7.858360889184464,existing credits paid back duly till now,domestic appliances,2058.4602332911127,... < 100 DM,4 <= ... < 7 years,-4.667371593671005,male : married/widowed,none,0.14795171382508931,if not A121 : building society savings agreement/ life insurance,21.56304988998773,none,own,-0.13150794006900712,skilled employee / official,-5.682050439259905,none,yes
0,0 <= ... < 200 DM,4.239332247558853,existing credits paid back duly till now,domestic appliances,1372.1778087386776,... < 100 DM,.. >= 7 years,-6.359061756620928,female : divorced/separated/married,none,2.066183364008351,if not A121 : building society savings agreement/ life insurance,31.17630778494329,bank,own,-12.120833887507084,skilled employee / official,3.4931793362592276,"yes, registered under the customers name ",yes
0,0 <= ... < 200 DM,8.661545927766744,no credits taken/ all credits paid back duly,car (new),415.09894967755264,100 <= ... < 500 DM,... < 1 year ,6.825766894048847,male : single,none,7.678666801400819,unknown / no property,35.78087993013749,none,own,0.39615711662996533,unskilled - resident,1.4450612683951134,none,yes
