RiskPerformance,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance
Bad,55.91415123926329,148.00897843643438,7.183432374174313,83.58234089836348,22.76859909164228,9.157816222919273,-0.3945066792156534,80.06699506273871,1.7846599977904782,3.899262487878149,9.682024141293487,20.263167898454288,3.4414328613374274,39.104525438917626,-1.6377800187617901,-3.562989056386553,-2.170842835262351,35.793360643854236,-13.34230146332498,10.675162032713107,-3.7199960053329386,9.133208072931954,70.0247582872689
Bad,57.88004768127851,59.37694230659992,10.474403197834972,36.726702806183106,6.463321003025399,5.175029930349059,0.13528693707459327,99.43921202463956,-13.147317299846293,-0.6752278687261288,9.21739733243848,8.587464607551356,2.1457701584696762,69.59569217382713,1.7317248071594116,-5.287289077573058,-0.09874516879391637,-3.2941648982593223,-10.603929073236479,0.011303236829377708,-6.627706408430785,-9.391355649051944,0.7532110745254227
Bad,69.25135358741937,64.48056865534454,-0.3395270214420911,25.300894881878726,14.862480240807436,1.6506090906581716,-4.42363005571829,105.81399293321111,-8.167232072402964,7.583859619504908,12.622614248974275,7.19892044267959,3.4159367400374867,46.50129552904935,0.7408284045256753,0.8110030204377585,5.398891181899501,52.35184813441194,66.09654255844312,7.453952910775885,6.4068928240404235,7.592644614260395,87.54423956122892
Bad,68.82169414917364,172.12097869665936,-2.2921780426854825,72.11180041860149,29.580385910586276,-3.533645616803385,-0.15627596906245333,90.4844699720414,80.8131942229132,9.100252250652108,13.286950895861693,31.379401043075358,0.7659215967509971,57.9508584892386,8.48746410888915,6.558021715174449,9.02929326620205,69.72864386381993,84.79665749195647,3.6596623966853894,1.5408230317432334,-1.9523973211869157,93.24128121957399
Bad,75.14689443403849,334.39699410683505,21.78506396842671,130.57286231884356,12.754279025727335,-1.2683335112762564,3.9255931748154897,99.47968877768454,-5.326054331923581,10.496376294169924,7.4096384743122226,13.88642916907623,3.778090559475602,21.494550248234184,0.9906227989414809,1.202692198190023,6.0315389087004325,51.62814740810296,92.34697498114944,7.650805498402561,-1.3256012282254117,-2.6910036684141585,82.349106519743
Bad,55.093461479413044,144.81010333042292,11.816474089476296,78.4488559241218,32.34677122441981,-1.6594031345538676,-4.220604760900433,94.65315258919794,-1.3440757937059766,4.336279181243889,8.16076572467774,29.552219887758863,-1.6944115634247545,49.63663878755163,1.4930940950400517,1.7311809473794886,1.4872554473759485,57.01044764914754,96.00892283918053,12.688810945704882,7.926873791969095,6.705029400980549,96.4785073670279
Good,54.38352120950186,88.93030866548406,3.746372063842095,36.77002945664009,30.785556551637136,-1.9099496399662317,3.699072709745111,92.2414143631952,5.632540796197716,0.021185711818961117,-0.4538360689888421,24.76712098501961,-1.2988618584561564,52.21234223152173,2.3835016795772574,3.1022285247552364,1.5850571699940494,89.0412447143515,72.44942538929372,6.784960719745948,7.834067584434267,2.3301948093015135,100.26922428079283
Good,67.05127222296926,150.09306411704225,1.9291512639886417,64.5958698950075,18.561866215450713,1.739149444228627,-0.5570748383434136,81.83650050317378,30.923478071379304,5.167972426838024,8.20470071018998,16.14740666627172,0.4565470957119441,43.84315260372766,-5.331490339821926,-1.0457030939475997,6.930839659931181,25.555207951096566,48.70559392141726,6.424159151491981,5.045500651635832,4.843839155973784,39.463848614031726
Bad,58.94959652748713,324.8712716738881,1.8743800396844854,137.32743992715083,24.2616106904114,-1.3528896390196636,0.7159660698067735,87.2666475856002,6.526585957611362,4.806219518486038,2.820130031769264,26.396797828670543,0.5287908741008688,25.147234097849598,-2.7083247310363023,2.340123758893645,4.41296130464526,70.04813868146064,-13.101908667916796,6.239252223155575,-0.44776877030478746,4.646466838949722,95.0184619819842
Bad,58.44086821727926,78.70270422439565,4.05133608534114,35.93905735018927,18.17408743463384,-5.6854171947948675,0.21911160499258533,93.5690719082923,2.69764895769216,6.429670346095906,7.863063142224366,18.477420222981696,3.6983849458701767,30.11527603979608,1.2362883474965127,6.768137266600533,9.064580317220525,31.592706374409506,85.55690737748141,3.5027827093839043,7.160535639559328,-0.06823192598769712,63.11528253996596
