age, workclass, fnlwgt, education, education-num, marital-status, occupation, relationship, race, sex, capital-gain, capital-loss, hours-per-week, native-country, class
39.91415123926329, Private,77514.65974181384, 9th,8.023885693007411, Separated, Adm-clerical, Own-child, White, Female,2178.1496927078824,-0.7950706116457655,35.17881421179102, United-States, <=50K
46.88004768127851, Private,83312.39663696797, Some-college,16.791401473668216, Divorced, Craft-repair, Husband, Black, Female,-3.930939828225388,-0.6208039445244191,14.631305682311162, United-States, <=50K
40.25135358741937, Local-gov,215645.17755449962, Some-college,5.229041757969207, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,-3.4570259936011145,-4.901586274830605,41.122873098228006, United-States, <=50K
55.82169414917364, Private,234718.32259669606, Assoc-voc,5.058213000661819, Never-married, Other-service, Not-in-family, White, Male,-1.3625785488302777,-0.14144816629234006,40.454652381062694, United-States, >50K
22.14689443403849, State-gov,338407.88916808687, Bachelors,12.008578212483286, Never-married, Transport-moving, Own-child, White, Male,-1.3101977097465278,-1.1427393911639159,48.90902223392011, United-States, <=50K
33.093461479413044, Private,284576.6700989847, HS-grad,14.05506688060261, Married-civ-spouse, Transport-moving, Husband, White, Male,-4.709265277789173,-1.631955551153083,41.753004478686265, United-States, >50K
49.38352120950186, Private,160188.1435535594, 11th,4.042648913642732, Married-civ-spouse, Other-service, Husband, White, Male,0.19981549314106622,-1.525699103895021,17.605892612263013, United-States, <=50K
51.05127222296925, Private,209632.6944499089, HS-grad,7.332676701188403, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,-3.726742643743116,-2.8284898853727647,46.44728748641921, United-States, <=50K
30.949596527487135, Self-emp-inc,45783.66405874901, Some-college,16.407700309747646, Married-civ-spouse, Adm-clerical, Own-child, Asian-Pac-Islander, Male,14085.188969791176,-2.6807974390676366,47.57247137902187, United-States, >50K
39.44086821727926, Local-gov,159450.8457858533, Masters,9.005214269303515, Married-civ-spouse, Exec-managerial, Own-child, White, Male,5179.479457667759,0.06701024955683456,42.75569737718558, United-States, <=50K
39.638193924588485, Private,280468.8043043825, Some-college,8.756818171235658, Never-married, Sales, Husband, White, Female,3.3130314660640208,1.8977053929786063,81.1618619852144, United-States, <=50K
32.333375806286845, Private,141303.54623134117, Bachelors,6.710102116440032, Married-civ-spouse, Tech-support, Husband, White, Female,1.3776665441642384,4.153378377939745,38.071770398388104, United-States, <=50K
23.19809209268365, State-gov,122274.80731287898, Bachelors,9.907224853749526, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,1.9500215203897653,1.1644173960970647,29.59545069405381, Iran, <=50K
35.3817236209041, Private,205017.1177848999, Some-college,7.310680268813615, Separated, Adm-clerical, Not-in-family, White, Male,-4.428172489511948,-4.712320614073743,48.66157555357033, United-States, <=50K
41.40252802675614, Private,121778.51786715619, Masters,13.202049872454523, Widowed, Exec-managerial, Husband, White, Male,-2.467341940649039,0.9500522243683844,38.21940534644284, United-States, <=50K
31.422122611350286, State-gov,245483.41820022048, Bachelors,4.560379244530141, Never-married, Prof-specialty, Not-in-family, Black, Male,-0.4574198389959663,4.003193292243536,45.440879310832145, United-States, <=50K
26.106252352247495, Private,176750.29188910147, HS-grad,6.573408897143538, Separated, Other-service, Wife, White, Female,2.578270780881103,0.8700121679254043,33.04686827277888, United-States, <=50K
29.123352197513004, Private,186829.55739182554, HS-grad,-0.5963244657194586, Never-married, Farming-fishing, Not-in-family, White, Male,-0.14563911681908542,3.686976150657248,38.914447958085006, United-States, <=50K
40.63535090392182, Private,28888.80467454982, HS-grad,2.4225209373239185, Married-civ-spouse, Exec-managerial, Wife, White, Female,-0.8189507457376204,-0.9653683049604116,49.614581672683414, United-States, <=50K
42.85022226704124, Private,292169.37254733016, HS-grad,10.702963551249363, Never-married, Prof-specialty, Own-child, Black, Female,1.7564456035371099,-1.7057827204235136,43.81725396086983, United-States, <=50K
39.445412909364215, Private,193519.93392239418, HS-grad,14.918371397553933, Divorced, Adm-clerical, Husband, White, Male,-5.750334031950545,-1.5762488734133218,58.61248627985024, United-States, >50K
51.95721136678817, Private,302147.6538550933, HS-grad,11.273491654411604, Married-civ-spouse, Other-service, Husband, White, Female,-3.0677094793778,1.57634642075964,21.161741659862162, United-States, >50K
