in_sf,beds,bath,price,year_built,sqft,price_per_sqft,elevation
0,2.914151239263294,0.14125379933292437,999001.1231593551,1966.2879962506763,998.7086249996141,995.2217607998816,9.116293736015166
0,-1.1199523187214866,3.361896737926088,2750001.8959444514,2001.6285862612413,1420.38963209156,1935.0604968454002,-7.548285587318298
0,4.251353587419372,1.073980833360762,1349995.7871927058,1898.8279671922023,2149.2924972685573,627.5361677241402,2.6154913740425645
0,3.8216941491736414,3.806641376395448,629000.993120465,1908.1175580416336,499.0799081365222,1254.4333595392072,5.945647165443943
0,-5.853105565961509,-4.494218252645371,438999.09214072156,1931.3499350240397,500.31407008966437,875.8917351205364,11.593669685777744
0,-3.9065385205869543,-0.006822104355938663,438998.5516295238,1931.6899392205494,505.0897600489126,875.6777423450538,10.341398696020889
0,1.383521209501856,-4.972435985371993,475002.6116668283,1920.3437533110716,495.9789313759364,948.6784764174561,10.553100121526992
0,0.05127222296925338,-3.4851824906816153,975004.437823532,1930.9898306159719,902.3095706791661,1086.9675129945695,15.852830448060075
0,0.9495965274871336,5.091586689441728,975005.3831101638,1932.3328285908356,894.3204865162857,1084.9858427682916,8.192731155420564
0,-0.55913178272074,3.685554945915058,1895003.9444236145,1918.5715410433218,1000.6518194746859,1895.048388245828,11.917699937448829
0,5.638193924588485,0.841559300145629,2094999.6707974551,1928.6341757367245,2204.7252484828264,950.6169211582575,4.913306568441447
0,3.333375806286845,-3.5075103681226913,999001.0581604891,1977.8809909493434,785.466005573402,1272.7003020301308,2.7911806503849936
0,1.1980920926836482,-7.893586513524953,999002.3004686154,1982.9851039184946,784.5118752356194,1274.9832394098557,5.084980235248823
0,4.381723620904099,-0.6304865237979036,1249000.363533848,1987.536222889859,824.3186515935907,1513.752507220057,-1.799848002253035
0,1.4025280267561369,8.261245036742206,1110000.3922925638,2006.1511207354238,698.0931416014656,1587.2771474816982,9.229718651825085
0,-0.5778773886497146,3.304652814390942,2059502.4712593956,2007.931944174023,1372.24381155379,1500.1094422668427,2.9551563424086984
0,3.1062523522474965,0.3212831418515316,1999999.8221520619,1926.1323795420033,1197.6420701762058,1660.905141294011,16.09420049433551
0,-1.8766478024869966,2.3952406285009187,714997.8121391908,1899.7848960194149,556.1303731535754,1284.6351413525117,2.902577028247635
0,4.635350903921818,-2.6828750589833286,2497998.7565808026,2003.9391557751592,1260.5951434818794,1985.286447725876,5.084160696197549
0,1.8502222670412414,0.6080299119070938,2650001.901731133,1911.688034093885,2497.698348794408,1059.1597941193575,4.840091393026537
0,1.4454129093642183,2.2984324190472156,3450000.0089798737,1900.9683923922798,1847.5811545379458,1870.4495809884204,8.90776850321841
0,-1.0427886332118241,0.7416980445368545,3105001.020629931,2012.549743517543,1103.9192696872235,2799.356284657692,8.247912000333976
0,7.66762401602209,7.372418365070242,13750002.010237727,2018.1359310689732,3700.1721750782667,3717.6523212459097,10.357371788098833
0,1.5364115537935934,3.033935678708157,1184998.8754756113,1896.4555627962136,1001.6359697859011,1184.8925257600022,4.953996083242142
0,-0.2849834664893216,4.004978054323991,1699002.2687444908,1898.301115253257,1500.6949813327096,1132.6991069976698,2.64722447325446
0,-0.05640065146468887,-1.0651168466922782,1195001.1365278105,1898.1261897753545,1095.895511478186,1092.6570334959858,5.624866752420347
0,2.596927556660046,3.6934462252316442,449996.2955607393,1923.9754401866246,500.2636029112422,900.3213150900284,8.16970340182866
0,2.096332193092235,5.8868108428719745,1195004.3269143736,1900.9908698368497,1094.1760328120972,1095.543876230391,16.89899220884452
0,3.2381978347879654,-0.9104485589542377,1184998.4977657688,1899.364798592367,1000.9115122769127,1189.1332087088242,9.730807690265145
0,1.2924630090236482,-1.6630869671436792,624995.0347139705,1965.496158323209,799.7253799417454,780.9932492664875,12.635696455089677
0,8.424942802611383,6.007353008960699,3159986.8648688714,2005.678422958011,1418.4075345156111,2227.445948216515,7.413133007576935
0,0.7807549508461533,1.4259680399148191,2199996.936864518,1919.8705992310772,2056.6424578473757,1070.8946991611997,10.777862924604724
0,0.4632718127853881,6.211464176199671,4895000.156519956,2021.9925425334143,1518.6441470604395,3222.297866358179,6.035907785064192
0,-0.44131818474363316,0.6723928643234482,6524999.178448483,2016.397039519208,2016.0023668666388,3230.714025428519,8.658782224396406
0,3.847938267726487,6.365136728812134,4894998.989504097,2016.203739507508,1521.3020294703504,3223.2719798082644,11.63160401236774
0,5.386916878162674,2.3944574504163567,6525001.859105896,2017.6443851389265,2018.755563245885,3239.63192263218,15.7580114928796
0,1.6581576270353748,2.7746864699680858,1675001.0196260836,2008.686815729943,1220.785625357169,1366.6337483360858,12.665948333028814
