CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,HousingClas
0.920471239263294,25.261245036742206,0.8077657687292517,-0.9455231696556716,-3.4624229562026034,10.019769273547965,65.61733521928478,3.6279000502724004,0.46895924177068915,301.34311537772686,12.154717072396423,400.92334683504384,7.366379624611211,1
-3.0926423187214866,1.3046528143909422,2.1047139704444486,-5.803592207139354,-3.946437053972557,8.047585857172768,78.61234919230209,6.180735579258471,2.183044566242616,246.87076153391865,20.205387729701343,393.2613280963744,10.010150274991267,1
2.2786435874193716,-1.6787168581484684,3.9348688712410933,-3.804041750531991,2.1644601364293083,7.919045776462049,58.5954465416855,4.167908774422474,4.668240369573576,243.07913449671233,14.870844376701225,392.45700153745327,4.268488189274349,1
2.854064149173641,1.3952406285009187,-0.8831354820349655,-8.249028058891726,-7.347664945155067,7.434544416006786,45.58400422268063,4.115020740876162,2.702364794321847,223.38715697655095,18.045299666358478,395.2177961933319,-4.838149546206806,1
-5.784055565961509,-4.682875058983329,2.3365199559726006,-0.7023766118487377,1.07423158088378,6.622095889857466,57.97911755864122,10.878650148381894,4.19730961589476,224.37449679625448,17.814158581839845,399.4937353538576,,1
-3.876688520586954,-0.8919700880929062,1.3584484833612887,-0.5651523817931501,-0.9762491732614735,9.566920360627797,58.342914480199624,9.209058599084326,1.375199095698237,218.22904897389196,19.774310837977648,393.0891967167989,2.527183987539333,1
0.47181120950185607,12.798432419047215,6.859504097078221,,4.44873982063973,3.415971503694497,63.93058803195476,3.2779057648554697,6.716287170795446,312.93244501145597,8.842688179348,390.90855592603424,18.585438267816873,1
-0.8041777770307466,12.241698044536854,9.729105896447436,3.236637117089216,-0.9564046274616271,1.306224619509372,94.62325873370384,7.655832916783838,6.127190892837071,308.7977795955694,17.872729444788373,398.7635926783587,14.80227555804605,1
0.16083652748713362,14.872418365070242,8.889626083578111,3.595559509550081,2.5024526427556877,7.474320368677424,100.60255089182779,3.8540634358965407,7.5974510095394585,311.95543420038973,13.169028957163507,390.00438789551373,27.492796524330387,0
-2.38909178272074,13.533935678708158,8.81814361193286,,-0.6667415237133749,7.897714984201443,84.77945800845747,3.0380460690130278,7.140381387333464,310.31759711717797,18.85988988433116,386.4622256147645,10.491451852471112,0
2.8630839245884854,14.504978054323992,9.099485371986077,-6.404081002430567,0.8652444604584304,7.817723457535299,95.75590984918942,9.44812832419693,6.7662068686434385,312.5036249813426,13.765505226451536,393.7357202739193,21.536374927828092,0
2.450845806286845,10.434883153307721,9.718404004006715,1.8518447414767754,2.7345095927601535,7.232185108854116,84.4685312822471,1.1144011230577826,4.704747774026659,311.35431039501935,15.053469242797968,395.47652631171877,9.966229537566303,0
0.2918720926836481,15.193446225231645,1.5461399746676712,1.6660806855257264,-0.8636671489737404,4.927378864987356,41.666949541213945,8.231467740729624,5.734817681133404,301.7809091875361,20.941358120205273,387.9626816158223,12.490999537704937,1
4.011483620904099,4.8868108428719745,7.046685243206617,0.9281747104708351,3.5276646534952123,8.311448113156576,66.07067841679509,3.9493330622808243,7.19052678535458,307.53667513511556,20.167985373618993,399.97927704164164,4.142457348476808,0
2.0404880267561367,-2.9104485589542377,1.5993698065315787,,-2.4430936313194493,5.9593256197363775,87.48757617311708,3.8272601907584143,2.043776291791617,308.9264588568978,24.716549654020376,381.18248754344336,12.592065188213589,0
-1.9504873886497145,-2.663086967143679,8.248179780393388,-3.49448428938312,1.4217785276751373,4.372659317554465,53.69728280755612,5.7278536588698685,2.114776663909403,308.3377850450154,21.11713525669368,397.09110579820566,10.604390954702641,0
2.1601823522474968,4.007353008960699,8.126101083326965,6.0262661585554165,3.305919168363558,4.9993260632338,26.589396660271184,6.242196435982757,4.544294193851086,306.6922421613743,22.24625649088047,391.35634544398386,12.016101673236356,1
-2.092447802486997,-0.5740319600851809,11.27659682436904,-2.8782832594256043,2.5181124753710047,12.051919096327495,81.47268557062053,1.7788704695132758,5.245839070796361,311.9264850757912,21.209875768234124,383.5854729970443,12.61288013678108,0
3.4380609039218175,4.211464176199671,11.702903178163364,2.247668781602564,6.287334630206232,0.2510717538637026,35.24647392828176,5.94967682625019,1.5276805022079865,307.934119387365,23.543554878900373,287.3339211955217,12.3464581131404,0
0.5760222670412414,-1.3276071356765518,8.748325144757102,-5.062043083240055,-1.7523179519319816,7.226364312887397,66.08501981911718,4.136611614075671,3.775712309760075,308.3130199005793,18.943405161440847,391.4238000465041,7.411994407794145,0
0.6972029093642182,4.365136728812134,6.638916767809301,-2.7907940618101525,-3.5994477540457632,0.5326687171288489,96.774924617481,0.02973562139588548,3.7180036773136456,310.1334756821517,18.047854430942444,374.87706028671624,20.014882931794045,0
-1.190748633211824,0.39445745041635655,9.595483337637214,4.549105940176008,-2.445005325485358,5.64029998503108,87.77646119914289,3.5026765492607823,-2.645840346810412,308.0877789990898,19.084271428868934,394.87940960581733,12.273464060156467,0
4.9000940160220905,0.7746864699680855,6.55624708802706,-0.7826994690025497,2.519327699645311,4.841117544537437,89.68445678071639,8.120737046676778,3.341218032223721,304.3059467397574,21.299131128972274,396.33780233728805,20.11334987248626,0
0.5248415537935935,4.694154065009713,8.135822045669954,2.519767815398394,2.031768802808136,-0.44208489003963347,99.05263154153498,9.12498439473709,3.528046501454601,299.6849877586611,20.33754364334901,391.56240157750847,22.931065419254573,0
