age, workclass, fnlwgt, education, education-num, marital-status, occupation, relationship, race, sex, capital-gain, capital-loss, hours-per-week, native-country, class
39.30471707975443, Private,77515.55324727128, 9th,11.34129523100247, Separated, Adm-clerical, Own-child, White, Female,2175.3832309026275,-0.2650235372152552,38.392938070597005, United-States, <=50K
48.960015893759504, Private,83311.46554565598, Some-college,14.263800491222739, Divorced, Craft-repair, Husband, Black, Female,-1.3103132760751293,-0.2069346481748064,13.543768560770387, United-States, <=50K
38.750451195806455, Local-gov,215645.72585149988, Some-college,7.743013919323069, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,-1.1523419978670382,-1.6338620916102018,40.37429103274267, United-States, <=50K
53.940564716391215, Private,234720.107532232, Assoc-voc,6.352737666887273, Never-married, Other-service, Not-in-family, White, Male,-0.45419284961009254,-0.04714938876411335,40.15155079368756, United-States, >50K
26.048964811346163, State-gov,338408.6297226956, Bachelors,12.669526070827763, Never-married, Transport-moving, Own-child, White, Male,-0.4367325699155093,-0.380913130387972,42.96967407797337, United-States, <=50K
35.697820493137684, Private,284580.2233663282, HS-grad,14.018355626867537, Married-civ-spouse, Transport-moving, Husband, White, Male,-1.5697550925963912,-0.5439851837176943,40.584334826228755, United-States, >50K
49.12784040316728, Private,160187.3811845198, 11th,4.680882971214244, Married-civ-spouse, Other-service, Husband, White, Male,0.06660516438035541,-0.508566367965007,16.535297537421005, United-States, <=50K
51.683757407656415, Private,209638.89814996964, HS-grad,8.444225567062801, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,-1.242247547914372,-0.9428299617909215,45.48242916213974, United-States, <=50K
30.98319884249571, Self-emp-inc,45781.888019583006, Some-college,14.802566769915881, Married-civ-spouse, Adm-clerical, Own-child, Asian-Pac-Islander, Male,14084.396323263725,-0.8935991463558789,49.19082379300729, United-States, >50K
41.14695607242642, Local-gov,159449.6152619511, Masters,11.668404756434505, Married-civ-spouse, Exec-managerial, Own-child, White, Male,5178.49315255592,0.022336749852278185,40.91856579239519, United-States, <=50K
37.879397974862826, Private,280465.60143479414, Some-college,9.585606057078552, Never-married, Sales, Husband, White, Female,1.1043438220213402,0.6325684643262021,80.3872873284048, United-States, <=50K
30.777791935428947, Private,141299.1820771137, Bachelors,10.903367372146677, Married-civ-spouse, Tech-support, Husband, White, Female,0.45922218138807946,1.3844594593132484,39.357256799462704, United-States, <=50K
23.066030697561217, State-gov,122272.93577095967, Bachelors,11.969074951249842, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0.6500071734632551,0.3881391320323549,29.86515023135127, Iran, <=50K
33.12724120696803, Private,205018.37259496664, Some-college,10.436893422937871, Separated, Adm-clerical, Not-in-family, White, Male,-1.4760574965039828,-1.5707735380245809,49.553858517856774, United-States, <=50K
40.46750934225204, Private,121774.17262238539, Masters,11.734016624151508, Widowed, Exec-managerial, Husband, White, Male,-0.8224473135496796,0.3166840747894615,39.40646844881428, United-States, <=50K
33.14070753711676, State-gov,245485.80606674016, Bachelors,4.186793081510047, Never-married, Prof-specialty, Not-in-family, Black, Male,-0.1524732796653221,1.3343977640811786,45.146959770277384, United-States, <=50K
25.3687507840825, Private,176754.09729636717, HS-grad,8.191136299047846, Separated, Other-service, Wife, White, Female,0.8594235936270344,0.29000405597513473,34.34895609092629, United-States, <=50K
31.041117399171, Private,186825.85246394185, HS-grad,5.801225178093514, Never-married, Farming-fishing, Not-in-family, White, Male,-0.04854637227302847,1.2289920502190828,39.638149319361666, United-States, <=50K
38.878450301307275, Private,28887.601558183273, HS-grad,5.4741736457746395, Married-civ-spouse, Exec-managerial, Wife, White, Female,-0.27298358191254013,-0.32178943498680385,49.871527224227805, United-States, <=50K
42.95007408901375, Private,292173.12418244337, HS-grad,12.900987850416454, Never-married, Prof-specialty, Own-child, Black, Female,0.5854818678457033,-0.5685942401411712,44.60575132028994, United-States, <=50K
39.815137636454736, Private,193522.64464079807, HS-grad,15.639457132517977, Divorced, Adm-clerical, Husband, White, Male,-1.9167780106501817,-0.5254162911377739,59.53749542661674, United-States, >50K
53.31907045559606, Private,302146.5512850311, HS-grad,9.757830551470535, Married-civ-spouse, Other-service, Husband, White, Female,-1.0225698264592666,0.52544880691988,20.387247219954055, United-States, >50K
36.22254133867403, Private,76844.13003516146, HS-grad,3.5613071608274143, Divorced, Exec-managerial, Own-child, White, Male,0.1779132639042582,-0.902469636684757,40.46624893772649, Greece, >50K
