dataset,method,instability,invalidity,dissimilarity,dissparsity,implausability,discriminative_power,proportion_counterfactuals
bank,validity,6.28248405456543,0.07001642882823944,70.66377258300781,0.8999999761581421,65.14546966552734,0.4975533187389374,1.0
bank,connected_ball,6.3154401779174805,0.0702526643872261,70.15309143066406,0.8999999761581421,65.15971374511719,0.5082729458808899,1.0
bank,robust,5.050184726715088,0.05868080258369446,76.76486206054688,0.8999999761581421,70.50820922851562,0.5448101758956909,1.0
bank,feasability,8.247891426086426,0.06597395986318588,59.4458122253418,0.8999999761581421,52.855812072753906,0.5575353503227234,1.0
bank,discriminative,6.842620372772217,0.04547423496842384,78.4598159790039,0.8999999761581421,71.16769409179688,0.49040085077285767,1.0
bank,plausable,7.909275054931641,0.06603529304265976,57.493370056152344,0.8999999761581421,51.699302673339844,0.4919213354587555,1.0
bank,similarity,137.6954803466797,0.28173741698265076,375.4231872558594,0.8999999761581421,253.7364501953125,0.7172329425811768,1.0
bank,combined,12.295727729797363,0.07864075899124146,65.26911926269531,0.8999999761581421,59.877079010009766,0.5327353477478027,1.0
bank,DICE,762.2106323242188,0.2965709865093231,2648.39697265625,0.7490000128746033,315.0061950683594,0.5884626507759094,1.0
bank,GS,3.999431610107422,0.4881622791290283,264.04913330078125,0.9979798197746277,13.091182708740234,0.5713550448417664,1.0
churn,validity,7.33011531829834,0.015310795977711678,26.1949462890625,0.26478874683380127,24.163095474243164,0.8830800652503967,1.0
churn,connected_ball,7.332043647766113,0.015306640416383743,26.19548988342285,0.26478874683380127,24.16387939453125,0.8830800652503967,1.0
churn,robust,6.9431586265563965,0.010830134153366089,28.389328002929688,0.26478874683380127,26.361501693725586,0.883910059928894,1.0
churn,feasability,7.335541248321533,0.014989283867180347,26.23479461669922,0.26478874683380127,24.2061767578125,0.8829900622367859,1.0
churn,discriminative,8.124014854431152,0.007093425840139389,29.81863784790039,0.26478874683380127,27.79898452758789,0.8840000033378601,1.0
churn,plausable,7.224847316741943,0.01568763144314289,26.021713256835938,0.26478874683380127,23.996196746826172,0.882860004901886,1.0
churn,similarity,32.069732666015625,0.24107491970062256,101.06320190429688,0.26478874683380127,97.85144805908203,0.8840000033378601,1.0
churn,combined,10.271001815795898,0.03357231616973877,27.403051376342773,0.26478874683380127,25.378643035888672,0.8832400441169739,1.0
churn,DICE,0.7771039009094238,0.4470153748989105,3.4808080196380615,0.31014081835746765,1.2539747953414917,0.8296800255775452,1.0
churn,GS,2.2989089488983154,0.48420611023902893,9.192034721374512,0.2739436626434326,7.3971147537231445,0.7295600175857544,1.0
compas,validity,3.847496271133423,0.010576847940683365,23.075563430786133,0.5700000524520874,11.764150619506836,0.718476414680481,1.0
compas,connected_ball,3.847489595413208,0.010577053762972355,23.075586318969727,0.5700000524520874,11.764108657836914,0.7184700965881348,1.0
compas,robust,3.9597339630126953,0.007607646752148867,26.319530487060547,0.5700000524520874,15.283681869506836,0.7123414874076843,1.0
compas,feasability,3.845817804336548,0.010571680031716824,23.0831241607666,0.5700000524520874,11.771183967590332,0.7184518575668335,1.0
compas,discriminative,3.971065044403076,0.006866206414997578,24.43967056274414,0.5700000524520874,13.159502029418945,0.7157449126243591,1.0
compas,plausable,3.846402645111084,0.010566812008619308,23.077312469482422,0.5700000524520874,11.766191482543945,0.718476414680481,1.0
