knn,0.4052631578947368,1.4
knn,0.23947368421052634,1.8
knn,0.35789473684210527,0.5
knn,0.2868421052631579,2.0
epsilon,0.4052631578947368,1.5
epsilon,0.2868421052631579,0.3
epsilon,0.2631578947368421,1.0999999999999999
knn,0.12105263157894737,1.9
epsilon,0.33421052631578946,0.8999999999999999
epsilon,0.2868421052631579,0.8999999999999999
knn,0.14473684210526316,0.2
epsilon,0.45263157894736844,0.2
epsilon,0.42894736842105263,0.6
epsilon,0.12105263157894737,1.5999999999999999
epsilon,0.21578947368421053,0.2
epsilon,0.23947368421052634,1.8
epsilon,0.4052631578947368,1.5999999999999999
knn,0.21578947368421053,0.9999999999999999
knn,0.05,1.0999999999999999
knn,0.3815789473684211,1.4
epsilon,0.3815789473684211,0.7999999999999999
epsilon,0.23947368421052634,0.7
epsilon,0.21578947368421053,0.2
knn,0.4052631578947368,0.4
knn,0.09736842105263158,1.4
knn,0.19210526315789472,0.5
epsilon,0.35789473684210527,1.9
knn,0.12105263157894737,1.7
epsilon,0.3815789473684211,0.2
knn,0.4052631578947368,1.7
knn,0.42894736842105263,1.7
knn,0.45263157894736844,0.6
knn,0.35789473684210527,1.3
knn,0.42894736842105263,0.4
epsilon,0.05,1.5999999999999999
epsilon,0.4052631578947368,1.4
knn,0.3815789473684211,0.6
epsilon,0.3105263157894737,0.9999999999999999
epsilon,0.3105263157894737,0.1
knn,0.14473684210526316,0.3
knn,0.35789473684210527,1.4
knn,0.45263157894736844,1.2
knn,0.4052631578947368,1.2
epsilon,0.3105263157894737,1.2
knn,0.3105263157894737,1.5999999999999999
knn,0.33421052631578946,0.1
knn,0.23947368421052634,2.0
knn,0.16842105263157897,0.8999999999999999
epsilon,0.45263157894736844,0.1
knn,0.42894736842105263,0.2
