5,4,10,64,20,0.1,5
20,2,5,64,50,0.1,20
20,4,10,32,50,0.01,10
10,2,20,128,20,0.01,20
10,3,10,32,10,0.01,20
5,4,20,32,20,0.001,20
20,3,5,128,20,0.1,20
20,4,5,64,20,0.01,5
10,2,20,128,50,0.1,10
20,3,5,128,20,0.001,10
20,2,10,32,50,0.01,5
5,3,20,128,20,0.001,20
10,4,5,32,50,0.1,10
20,4,10,128,10,0.001,20
10,2,20,32,50,0.001,20
20,4,10,64,50,0.001,20
10,3,10,64,10,0.001,5
5,3,20,64,20,0.1,10
5,4,10,64,20,0.01,5
10,4,5,64,10,0.01,10
20,2,5,64,50,0.1,5
5,4,5,128,10,0.1,5
10,3,5,64,20,0.1,20
10,3,10,64,50,0.001,5
10,2,5,32,50,0.1,20
10,4,5,128,20,0.1,5
10,4,10,64,10,0.01,5
5,4,10,64,20,0.1,5
10,2,10,128,20,0.1,10
20,3,5,128,50,0.001,20
5,4,20,64,50,0.001,5
5,3,20,32,20,0.1,5
20,2,20,64,20,0.001,10
20,2,20,64,50,0.01,10
5,3,5,64,10,0.01,10
5,4,10,128,10,0.001,10
5,2,10,32,50,0.001,5
10,4,5,32,50,0.1,10
10,3,10,64,10,0.001,5
20,3,10,64,50,0.001,5
5,3,20,64,20,0.1,5
10,3,10,128,10,0.1,5
10,3,20,64,10,0.001,10
20,2,20,64,10,0.001,10
5,2,10,128,10,0.001,5
10,4,20,128,50,0.001,5
10,4,20,32,10,0.001,5
10,3,10,32,50,0.01,20
20,2,5,128,20,0.001,10
10,4,5,128,50,0.001,5
