dataset,method,instability,invalidity,dissimilarity,dissparsity,implausability,discriminative_power,proportion_counterfactuals
bank,validity,1.8129571676254272,0.1351310759782791,11.900406837463379,0.8999999761581421,7.430633544921875,0.40555867552757263,1.0
bank,connected_ball,1.8086516857147217,0.13526809215545654,11.857579231262207,0.8999999761581421,7.426238536834717,0.40973421931266785,1.0
bank,robust,2.0307724475860596,0.10057215392589569,12.221285820007324,0.8999999761581421,7.8674798011779785,0.43616625666618347,1.0
bank,feasability,1.812599778175354,0.1352318674325943,11.890536308288574,0.8999999761581421,7.425530910491943,0.40975311398506165,1.0
bank,discriminative,2.0262582302093506,0.11453437805175781,12.33240032196045,0.8999999761581421,7.753401279449463,0.40200135111808777,1.0
bank,plausable,1.8206061124801636,0.1347654014825821,11.919434547424316,0.8999999761581421,7.436204433441162,0.4069466292858124,1.0
bank,similarity,1.8483517169952393,0.14318132400512695,11.919611930847168,0.8999999761581421,7.380480766296387,0.4205288589000702,1.0
bank,combined,2.0152320861816406,0.10185035318136215,12.107548713684082,0.8999999761581421,7.796857833862305,0.42480796575546265,1.0
bank,DICE,4223.2705078125,0.13213498890399933,8954.50390625,0.7319587469100952,1641.651123046875,0.6387239694595337,1.0
bank,GS,0.9207888245582581,0.48414143919944763,253.43185424804688,0.9979798197746277,2.535372734069824,0.5660102963447571,1.0
churn,validity,3.3113815784454346,0.0866057425737381,13.759281158447266,0.26478874683380127,11.833888053894043,0.796049952507019,1.0
churn,connected_ball,3.3084185123443604,0.08660519123077393,13.758829116821289,0.26478874683380127,11.833317756652832,0.7960699200630188,1.0
churn,robust,3.0060739517211914,0.07356082648038864,14.209870338439941,0.26478874683380127,12.276899337768555,0.8097400665283203,1.0
churn,feasability,3.3108139038085938,0.086599200963974,13.760031700134277,0.26478874683380127,11.83462905883789,0.796049952507019,1.0
churn,discriminative,3.424107074737549,0.06848959624767303,14.519758224487305,0.26478874683380127,12.58410358428955,0.8096300363540649,1.0
churn,plausable,3.3116464614868164,0.08648841828107834,13.76205825805664,0.26478874683380127,11.836613655090332,0.7961499691009521,1.0
churn,similarity,3.52681827545166,0.10732124000787735,13.498151779174805,0.26478874683380127,11.561113357543945,0.7861900329589844,1.0
churn,combined,2.9941701889038086,0.0743456557393074,14.166618347167969,0.26478874683380127,12.233323097229004,0.8087800741195679,1.0
churn,DICE,,,,,,,0.0
churn,GS,1.7183972597122192,0.48507919907569885,7.354508876800537,0.27788734436035156,5.535168647766113,0.6765599846839905,1.0
compas,validity,3.2915735244750977,0.02952580526471138,17.0629940032959,0.5700000524520874,5.496143817901611,0.7409078478813171,1.0
compas,connected_ball,3.2915995121002197,0.029526574537158012,17.06308364868164,0.5700000524520874,5.496102333068848,0.7409020066261292,1.0
compas,robust,3.36037540435791,0.022035107016563416,19.001310348510742,0.5700000524520874,7.201077461242676,0.728620171546936,1.0
compas,feasability,3.291482448577881,0.02952505275607109,17.062847137451172,0.5700000524520874,5.496319770812988,0.7409021258354187,1.0
compas,discriminative,3.3310272693634033,0.02216111682355404,17.6871395111084,0.5700000524520874,6.108450889587402,0.7374033331871033,1.0
compas,plausable,3.2915544509887695,0.029524341225624084,17.063024520874023,0.5700000524520874,5.4961442947387695,0.7409021258354187,1.0
compas,similarity,5.182144641876221,0.10061269253492355,17.224124908447266,0.5700000524520874,5.485556125640869,0.7359643578529358,1.0
compas,combined,3.428431510925293,0.024019502103328705,18.683748245239258,0.5700000524520874,6.845130443572998,0.7307384014129639,1.0
compas,DICE,0.19161908328533173,0.43167394399642944,12.457054138183594,0.4373401701450348,0.0,0.7868112325668335,1.0
compas,GS,,0.6219810247421265,15.621557235717773,0.5350140333175659,0.41613709926605225,0.7429389357566833,1.0
diabetes,validity,1.1360701322555542,0.043703678995370865,3.1731624603271484,0.9850000143051147,1.382627248764038,0.7435498237609863,1.0
diabetes,connected_ball,1.1356052160263062,0.0436130054295063,3.174190044403076,0.9850000143051147,1.3836477994918823,0.7435498237609863,1.0
diabetes,robust,1.1329069137573242,0.014990151859819889,4.460114002227783,0.9850000143051147,2.5513417720794678,0.7590476870536804,1.0
diabetes,feasability,1.1358647346496582,0.043704356998205185,3.1731302738189697,0.9850000143051147,1.3825972080230713,0.7435498237609863,1.0
diabetes,discriminative,1.185438871383667,0.03481430932879448,3.284419536590576,0.9850000143051147,1.5006370544433594,0.7458874583244324,1.0
diabetes,plausable,1.136417269706726,0.04368157312273979,3.173431158065796,0.9850000143051147,1.3829009532928467,0.7435498237609863,1.0
diabetes,similarity,1.2692674398422241,0.07717427611351013,3.1825876235961914,0.9850000143051147,1.3506906032562256,0.7334199547767639,1.0
diabetes,combined,1.2437171936035156,0.01695440150797367,4.524593830108643,0.9850000143051147,2.6053550243377686,0.7577488422393799,1.0
diabetes,DICE,0.662274956703186,0.37896737456321716,2.6194632053375244,0.9275000095367432,0.7823761105537415,0.7190908789634705,1.0
diabetes,GS,,0.49537894129753113,2.1066622734069824,0.9733333587646484,0.4005361497402191,0.6739971041679382,1.0
fico,validity,1.150749683380127,0.03777337819337845,5.521081447601318,0.997826099395752,3.795755624771118,0.7146844267845154,1.0
fico,connected_ball,1.1506893634796143,0.03777617961168289,5.5211052894592285,0.997826099395752,3.7959420680999756,0.7146876454353333,1.0
fico,robust,1.1218562126159668,0.029115840792655945,6.5374755859375,0.997826099395752,4.802506923675537,0.7174473404884338,1.0
fico,feasability,1.1506239175796509,0.03777177259325981,5.52128791809082,0.997826099395752,3.7961206436157227,0.71470046043396,1.0
fico,discriminative,1.1816051006317139,0.02985389344394207,5.822451114654541,0.997826099395752,4.083653926849365,0.715168833732605,1.0
fico,plausable,1.1507165431976318,0.037770431488752365,5.521049976348877,0.997826099395752,3.7959253787994385,0.7146844267845154,1.0
fico,similarity,1.3308117389678955,0.060286376625299454,4.828586101531982,0.997826099395752,3.076460599899292,0.7129668593406677,1.0
fico,combined,1.1127021312713623,0.02969452552497387,6.453447341918945,0.997826099395752,4.719890594482422,0.7174761295318604,1.0
fico,DICE,1.069779634475708,0.33687397837638855,4.722477912902832,0.8582608103752136,1.907041311264038,0.7283684015274048,1.0
fico,GS,,0.4887365698814392,3.8548104763031006,0.998641312122345,1.4091464281082153,0.7476198673248291,1.0
home,validity,4.445751667022705,0.20582789182662964,37.39228439331055,0.9836735129356384,35.883934020996094,0.8083010911941528,1.0
home,connected_ball,4.37296199798584,0.21006691455841064,36.90943908691406,0.9836735129356384,35.39931106567383,0.8083010911941528,1.0
home,robust,4.975057601928711,0.21512368321418762,36.3189582824707,0.9877550601959229,34.83738327026367,0.8013513684272766,1.0
home,feasability,4.864358901977539,0.2063257396221161,36.53860855102539,0.9836735129356384,35.02815246582031,0.8083010911941528,1.0
home,discriminative,4.324695110321045,0.19938568770885468,38.7619743347168,0.9836735129356384,37.255088806152344,0.8081080913543701,1.0
home,plausable,4.283785343170166,0.20368537306785583,37.52159118652344,0.9836735129356384,36.01238250732422,0.8081080913543701,1.0
home,similarity,4.519359588623047,0.2053360939025879,37.7393798828125,0.9836735129356384,36.23146057128906,0.8083010911941528,1.0
home,combined,4.490604400634766,0.20351219177246094,38.063743591308594,0.9836735129356384,36.556297302246094,0.8083010911941528,1.0
home,DICE,1.5965648889541626,0.16580843925476074,4.910017490386963,0.9155844449996948,2.142192840576172,0.7727272510528564,1.0
home,GS,,,,,,,0.0
titanic,validity,13.880091667175293,0.03967161104083061,36.002593994140625,0.6172839999198914,31.924285888671875,0.7590456604957581,1.0
titanic,connected_ball,13.879091262817383,0.03967835754156113,36.00088882446289,0.6172839999198914,31.922718048095703,0.7590456604957581,1.0
titanic,robust,14.115865707397461,0.020028071478009224,42.74324417114258,0.6172839999198914,38.56574630737305,0.7590456604957581,1.0
titanic,feasability,13.879182815551758,0.03966914117336273,36.00489044189453,0.6172839999198914,31.92666244506836,0.7590456604957581,1.0
titanic,discriminative,15.173443794250488,0.0320880152285099,39.90744400024414,0.6172839999198914,35.78956985473633,0.7579526901245117,1.0
titanic,plausable,13.880487442016602,0.0396726056933403,36.003074645996094,0.6172839999198914,31.924726486206055,0.7590456604957581,1.0
titanic,similarity,14.385637283325195,0.04957911744713783,34.66957092285156,0.6172839999198914,30.957368850708008,0.7587817907333374,1.0
titanic,combined,14.0442533493042,0.023317823186516762,41.100852966308594,0.6172839999198914,37.03457260131836,0.7586310505867004,1.0
titanic,DICE,0.38389265537261963,0.37570276856422424,4.608698844909668,0.5683761239051819,0.0,0.7527267932891846,1.0
titanic,GS,,,,,,,0.0
breast_cancer,validity,122.87396240234375,0.06792306900024414,725.1701049804688,1.0,723.9918212890625,0.7905848026275635,1.0
breast_cancer,connected_ball,122.86453247070312,0.0679216980934143,725.1771850585938,1.0,723.9989013671875,0.7905848026275635,1.0
breast_cancer,robust,155.96356201171875,0.0548362135887146,693.4222412109375,1.0,692.2321166992188,0.7909941673278809,1.0
breast_cancer,feasability,123.92936706542969,0.06792065501213074,725.73828125,1.0,724.6068725585938,0.7905848026275635,1.0
breast_cancer,discriminative,126.66709899902344,0.057832807302474976,757.2850952148438,1.0,756.1077270507812,0.7909941673278809,1.0
breast_cancer,plausable,122.90259552001953,0.06792163848876953,725.1947631835938,1.0,724.0152587890625,0.7905848026275635,1.0
breast_cancer,similarity,168.7987518310547,0.08018775284290314,603.1404418945312,1.0,601.9974975585938,0.7906433343887329,1.0
breast_cancer,combined,156.9125518798828,0.055773500353097916,695.6439208984375,1.0,694.4466552734375,0.7909941673278809,1.0
breast_cancer,DICE,0.6991411447525024,0.08810626715421677,2.395660400390625,0.9990000128746033,0.7443233728408813,0.7778363227844238,1.0
breast_cancer,GS,,0.4818984568119049,358.2102966308594,1.0,356.8500061035156,0.6487051248550415,1.0
boston_housing,validity,2.5276918411254883,0.050932180136442184,23.39189338684082,1.0,19.39006233215332,0.7997266054153442,1.0
boston_housing,connected_ball,2.5276083946228027,0.05093088746070862,23.391775131225586,1.0,19.39007568359375,0.7997266054153442,1.0
boston_housing,robust,2.1351804733276367,0.04101972654461861,27.736480712890625,1.0,23.78280258178711,0.7973342537879944,1.0
boston_housing,feasability,2.527163505554199,0.050925035029649734,23.39423942565918,1.0,19.3922176361084,0.7997266054153442,1.0
boston_housing,discriminative,2.6145002841949463,0.0417269729077816,24.79653549194336,1.0,20.792789459228516,0.7992138862609863,1.0
boston_housing,plausable,2.5275280475616455,0.0509253554046154,23.392742156982422,1.0,19.391054153442383,0.7997266054153442,1.0
boston_housing,similarity,3.277346611022949,0.07111451029777527,19.882909774780273,1.0,15.767106056213379,0.7981885671615601,1.0
boston_housing,combined,2.1386985778808594,0.04176555573940277,27.355138778686523,1.0,23.39735221862793,0.7976759672164917,1.0
boston_housing,DICE,1.1824123859405518,0.3371032476425171,8.877145767211914,0.8921079039573669,2.2812554836273193,0.7719582915306091,1.0
boston_housing,GS,,0.48944467306137085,11.403727531433105,1.0,5.613940238952637,0.7394736409187317,1.0
