in_sf,beds,bath,price,year_built,sqft,price_per_sqft,elevation
0,3.2188683190177256,-0.14499493422276744,999001.4975458068,1968.3839950009017,998.2781666661522,993.9623477331754,8.821724981353555
0,-2.159936424961982,3.8158623172347843,2750002.527925935,2000.1714483483217,1421.18617612208,1933.7473291272001,-10.064380783091064
0,5.001804783225829,0.7653077778143496,1349994.3829236077,1898.4372895896033,2149.056663024743,627.3815569655204,0.48732183205675206
0,4.7622588655648554,4.742188501860597,629001.32416062,1909.8234107221783,498.77321084869624,1253.2444793856096,4.9275295539252575
0,-7.804140754615346,-6.3256243368604945,438998.7895209621,1931.7999133653861,500.41876011955253,875.1889801607152,12.124892914370326
0,-5.208718027449272,-0.3424294724745849,438998.0688393651,1932.2532522940658,506.7863467318834,874.9036564600718,10.455198261361186
0,1.5113616126691416,-6.963247980495991,475003.4822224377,1920.4583377480956,494.6385751679152,948.237968556608,10.737466828702656
0,-0.26497036937432883,-4.98024332090882,975005.9170980427,1931.3197741546292,903.0794275722214,1088.2900173260925,17.803773930746768
0,0.9327953699828448,6.4554489192556375,975007.1774802183,1933.1104381211142,892.4273153550475,1085.647790357722,6.923641540560751
0,-1.4121757102943202,4.580739927886744,1895005.2592314861,1917.762054724429,1000.8690926329145,1895.064517661104,11.890266583265106
0,6.517591899451315,0.12207906686083847,2094999.5610632736,1929.512234315633,2206.300331310435,950.1558948776767,5.217742091255262
0,4.111167741715793,-5.010013824163588,999001.4108806521,1976.5079879324578,785.9546740978692,1272.2670693735079,2.054907533846658
0,1.2641227902448642,-10.858115351366605,999003.0672914871,1983.3134718913261,784.6825003141591,1275.3109858798077,5.113306980331764
0,5.5089648278721315,-1.1739820317305383,1249000.4847117972,1987.7149638531453,823.7582021247877,1514.3366762934093,-3.3997973363373797
0,1.8700373690081824,10.68166004898961,1110000.5230567516,2005.5348276472316,698.1241888019542,1586.3695299755975,10.63962486910011
0,-1.437169851532953,3.7395370858545895,2059503.2950125276,2007.9092588986973,1371.9917487383866,1500.1459230224568,2.273541789878265
0,3.4750031363299954,-0.238289144197958,1999999.7628694158,1925.5098393893377,1196.8560935682747,1658.873521725348,18.125600659114014
0,-2.8355304033159956,2.860320838001225,714997.0828522545,1898.713194692553,555.8404975381005,1284.8468551366823,2.8701027043301797
0,5.51380120522909,-4.243833411977771,2497998.3421077365,2003.5855410335455,1260.7935246425056,1986.0485969678348,6.1122142615967325
0,1.8002963560549885,0.3107065492094583,2650002.535641511,1910.5840454585134,2496.9311317258775,1058.8797254924766,4.786788524035383
0,1.2605505458189579,2.397909892062954,3450000.011973165,1901.291189856373,1846.7748727172614,1872.2661079845604,8.87702467095788
0,-1.7237181776157655,0.655597392715806,3105001.3608399075,2011.3996580233907,1102.5590262496314,2798.4750462102556,7.663882667111968
0,8.890165354696121,8.163224486760322,13750002.680316968,2018.8479080919642,3700.562900104356,3717.869761661213,10.476495717465111
0,1.3818820717247915,3.3785809049442097,1184998.5006341485,1895.2740837282847,1002.1812930478683,1184.856701013336,5.2719947776561895
